lo_en,hi_en,rate_0880810201PN,Lx_0880810201PN,rate_0880810201MOS1,Lx_0880810201MOS1,rate_0880810201MOS2,Lx_0880810201MOS2
0.5,2.0,227.1852688,156.1202677,71.06926455,156.1214404,70.06391237,156.1214404
0.1,2.4,306.8294044,252.7039134,89.2307244,252.7113978,86.35140292,252.7113978
0.01,100.0,374.9404985,532.2533721,113.7436744,530.5984568,111.4793859,530.5984568
