lo_en,hi_en,rate_0880810201PN,Lx_0880810201PN,rate_0880810201MOS1,Lx_0880810201MOS1,rate_0880810201MOS2,Lx_0880810201MOS2
0.5,2.0,262.1639964,82.31249613,80.29436005,82.30119223,79.03825626,82.30119223
0.1,2.4,377.3029134,133.9990274,104.0379655,134.0047062,99.89046091,134.0047062
0.01,100.0,441.6338586,238.5977659,125.3985849,243.0828979,121.5757714,243.0828979
