lo_en,hi_en,rate_0880810201PN,Lx_0880810201PN,rate_0880810201MOS1,Lx_0880810201MOS1,rate_0880810201MOS2,Lx_0880810201MOS2
0.5,2.0,271.5763252,77.83348794,82.61727875,77.82861371,81.2822573,77.82861371
0.1,2.4,405.2586367,126.8807116,109.227712,126.8888162,104.600987,126.8888162
0.01,100.0,472.9252379,219.1762644,129.9177575,224.16648,125.4486029,224.16648
