lo_en,hi_en,rate_0880810201PN,Lx_0880810201PN,rate_0880810201MOS1,Lx_0880810201MOS1,rate_0880810201MOS2,Lx_0880810201MOS2
0.5,2.0,242.7467854,165.7962897,74.73781697,165.7882722,73.59075888,165.7882722
0.1,2.4,341.8675019,269.582186,95.73632243,269.597652,92.10776687,269.597652
0.01,100.0,401.8819728,495.3152753,116.4203563,503.778358,113.1782531,503.778358
