lo_en,hi_en,rate_0880810201PN,Lx_0880810201PN,rate_0880810201MOS1,Lx_0880810201MOS1,rate_0880810201MOS2,Lx_0880810201MOS2
0.5,2.0,235.6580652,170.2742848,72.76999815,170.2524117,71.66779757,170.2524117
0.1,2.4,323.6439726,277.5480854,91.7743462,277.5565019,88.46327502,277.5565019
0.01,100.0,375.7917663,478.7507084,110.2716191,490.8986165,107.320551,490.8986165
