lo_en,hi_en,rate_0880810201PN,Lx_0880810201PN,rate_0880810201MOS1,Lx_0880810201MOS1,rate_0880810201MOS2,Lx_0880810201MOS2
0.5,2.0,268.7162612,98.92185817,81.81994877,98.92481698,80.50164156,98.92481698
0.1,2.4,407.5256934,160.7586065,109.3738763,160.7703112,104.7490848,160.7703112
0.01,100.0,483.9199597,298.7997234,132.1431426,302.8432114,127.6836072,302.8432114
