lo_en,hi_en,rate_0880810201PN,Lx_0880810201PN,rate_0880810201MOS1,Lx_0880810201MOS1,rate_0880810201MOS2,Lx_0880810201MOS2
0.5,2.0,255.7785497,172.9626704,77.75225292,172.9302272,76.48407676,172.9302272
0.1,2.4,382.0739062,281.8118655,102.9046644,281.8136791,98.5266175,281.8136791
0.01,100.0,444.9337056,490.4393568,122.1103327,502.3435397,117.8738986,502.3435397
