lo_en,hi_en,rate_0880810201PN,Lx_0880810201PN,rate_0880810201MOS1,Lx_0880810201MOS1,rate_0880810201MOS2,Lx_0880810201MOS2
0.5,2.0,224.1562335,164.0213278,69.88916009,164.0077524,68.88009676,164.0077524
0.1,2.4,297.4634781,267.5177478,86.46669336,267.524715,83.69390391,267.524715
0.01,100.0,346.7029992,456.0624574,104.5290097,468.2435808,102.1524108,468.2435808
