lo_en,hi_en,rate_0880810201PN,Lx_0880810201PN,rate_0880810201MOS1,Lx_0880810201MOS1,rate_0880810201MOS2,Lx_0880810201MOS2
0.5,2.0,262.9263707,83.13208048,80.50599068,83.12005646,79.24525008,83.12005646
0.1,2.4,380.5705665,135.2247583,104.70578,135.2296524,100.5099789,135.2296524
0.01,100.0,447.4256415,245.5606909,126.7261496,249.5349062,122.861161,249.5349062
